name,lat,lng,dongId
서울특별시 동대문구 회기동,37.593701,127.051407,11230710.0
서울특별시 동대문구 휘경1동,37.591873,127.062475,11230720.0
서울특별시 동대문구 휘경2동,37.586506,127.066436,11230730.0
서울특별시 동대문구 청량리동,37.588941,127.045119,11230705.0
서울특별시 동대문구 용신동,37.575616,127.032286,11230536.0
서울특별시 동대문구 제기동,37.583677,127.037242,11230545.0
서울특별시 동대문구 전농1동,37.579012,127.051048,11230560.0
서울특별시 동대문구 전농2동,37.580721,127.061144,11230570.0
서울특별시 동대문구 답십리2동,37.570892,127.061114,11230610.0
서울특별시 동대문구 장안1동,37.566231,127.06859,11230650.0
서울특별시 동대문구 장안2동,37.57576,127.072538,11230660.0
서울특별시 동대문구 이문1동,37.597222,127.060293,11230740.0
서울특별시 동대문구 이문2동,37.602833,127.067492,11230750.0
서울특별시 동대문구 답십리1동,37.570944,127.051699,11230600.0
서울특별시 중랑구 면목2동,37.589378,127.078144,11260520.0
서울특별시 중랑구 면목4동,37.573477,127.086475,11260540.0
서울특별시 중랑구 면목5동,37.582972,127.079666,11260550.0
서울특별시 중랑구 면목7동,37.577295,127.092691,11260570.0
서울특별시 중랑구 상봉1동,37.602025,127.089468,11260580.0
서울특별시 중랑구 상봉2동,37.594245,127.083898,11260590.0
서울특별시 중랑구 중화1동,37.602287,127.083149,11260600.0
서울특별시 중랑구 중화2동,37.598723,127.075208,11260610.0
서울특별시 중랑구 묵1동,37.613736,127.08245,11260620.0
서울특별시 중랑구 묵2동,37.610372,127.074666,11260630.0
서울특별시 중랑구 망우3동,37.591808,127.102939,11260660.0
서울특별시 중랑구 신내1동,37.612802,127.104507,11260680.0
서울특별시 중랑구 신내2동,37.610951,127.091616,11260690.0
서울특별시 중랑구 면목본동,37.588341,127.089531,11260565.0
서울특별시 중랑구 면목3·8동,37.584597,127.097381,11260575.0
서울특별시 중랑구 망우본동,37.601987,127.107536,11260655.0
서울특별시 성북구 돈암1동,37.599327,127.024042,11290580.0
서울특별시 성북구 돈암2동,37.597275,127.011629,11290590.0
서울특별시 성북구 안암동,37.587252,127.027309,11290600.0
서울특별시 성북구 보문동,37.582603,127.019219,11290610.0
서울특별시 성북구 정릉1동,37.603262,127.016653,11290620.0
서울특별시 성북구 정릉2동,37.603794,127.008118,11290630.0
서울특별시 성북구 정릉3동,37.612263,126.993765,11290640.0
서울특별시 성북구 정릉4동,37.623511,126.99518,11290650.0
서울특별시 성북구 길음1동,37.608112,127.019735,11290660.0
서울특별시 성북구 길음2동,37.607971,127.027231,11290685.0
서울특별시 성북구 월곡1동,37.607878,127.036448,11290715.0
서울특별시 성북구 월곡2동,37.6033,127.045193,11290725.0
서울특별시 성북구 장위1동,37.614944,127.044265,11290760.0
서울특별시 성북구 장위2동,37.612224,127.051727,11290770.0
서울특별시 성북구 장위3동,37.618178,127.053494,11290780.0
서울특별시 성북구 성북동,37.595868,126.99615,11290525.0
서울특별시 성북구 삼선동,37.586619,127.011796,11290555.0
서울특별시 성북구 동선동,37.593735,127.018426,11290575.0
서울특별시 성북구 종암동,37.59725,127.033374,11290705.0
서울특별시 성북구 석관동,37.60826,127.061336,11290810.0
서울특별시 강북구 번1동,37.637626,127.030545,11305595.0
서울특별시 강북구 번2동,37.629515,127.034795,11305603.0
서울특별시 강북구 번3동,37.623782,127.042336,11305608.0
서울특별시 강북구 수유1동,37.629927,127.008839,11305615.0
서울특별시 강북구 수유2동,37.645402,127.019504,11305625.0
서울특별시 강북구 수유3동,37.640455,127.023546,11305635.0
서울특별시 강북구 삼양동,37.623793,127.014684,11305534.0
서울특별시 강북구 미아동,37.6287,127.026293,11305535.0
서울특별시 강북구 송중동,37.617705,127.032922,11305545.0
서울특별시 강북구 송천동,37.618222,127.024871,11305555.0
서울특별시 강북구 삼각산동,37.617127,127.016831,11305575.0
서울특별시 강북구 우이동,37.660353,127.000323,11305645.0
서울특별시 강북구 인수동,37.637641,127.003963,11305660.0
서울특별시 도봉구 쌍문1동,37.653025,127.019512,11320660.0
서울특별시 도봉구 쌍문2동,37.657062,127.037002,11320670.0
서울특별시 도봉구 쌍문3동,37.647687,127.030586,11320680.0
서울특별시 도봉구 쌍문4동,37.655551,127.030408,11320681.0
서울특별시 도봉구 방학1동,37.665033,127.043517,11320690.0
서울특별시 도봉구 방학2동,37.669145,127.03226,11320700.0
서울특별시 도봉구 방학3동,37.662796,127.02347,11320710.0
서울특별시 도봉구 창1동,37.647135,127.043564,11320511.0
서울특별시 도봉구 창2동,37.642626,127.036825,11320512.0
서울특별시 도봉구 창3동,37.63736,127.041627,11320513.0
서울특별시 도봉구 창4동,37.652578,127.050926,11320514.0
서울특별시 도봉구 창5동,37.65536,127.042766,11320515.0
서울특별시 도봉구 도봉1동,37.685084,127.026794,11320521.0
서울특별시 도봉구 도봉2동,37.681188,127.047792,11320522.0
서울특별시 노원구 월계1동,37.621805,127.058604,11350560.0
서울특별시 노원구 월계2동,37.634075,127.051207,11350570.0
서울특별시 노원구 월계3동,37.624655,127.064892,11350580.0
서울특별시 노원구 공릉2동,37.631614,127.094228,11350600.0
서울특별시 노원구 하계1동,37.638618,127.074809,11350611.0
서울특별시 노원구 하계2동,37.634839,127.064823,11350612.0
서울특별시 노원구 중계본동,37.648136,127.085761,11350619.0
서울특별시 노원구 중계1동,37.650017,127.073501,11350621.0
서울특별시 노원구 중계4동,37.658847,127.082242,11350624.0
서울특별시 노원구 상계1동,37.683238,127.065296,11350630.0
서울특별시 노원구 상계2동,37.656488,127.067265,11350640.0
서울특별시 노원구 상계5동,37.663221,127.069599,11350670.0
서울특별시 노원구 상계8동,37.66629,127.053651,11350700.0
서울특별시 노원구 상계9동,37.66807,127.062496,11350710.0
서울특별시 노원구 상계10동,37.659644,127.058398,11350720.0
서울특별시 노원구 상계3·4동,37.675146,127.083267,11350665.0
서울특별시 노원구 상계6·7동,37.64875,127.060092,11350695.0
서울특별시 노원구 중계2·3동,37.643344,127.065888,11350625.0
서울특별시 노원구 공릉1동,37.624119,127.07277,11350595.0
서울특별시 은평구 녹번동,37.605415,126.93505,11380510.0
서울특별시 은평구 불광1동,37.617313,126.939271,11380520.0
서울특별시 은평구 갈현1동,37.625353,126.914887,11380551.0
서울특별시 은평구 갈현2동,37.618284,126.912123,11380552.0
서울특별시 은평구 구산동,37.611064,126.907647,11380560.0
서울특별시 은평구 대조동,37.61228,126.923095,11380570.0
서울특별시 은평구 응암1동,37.598255,126.9269,11380580.0
서울특별시 은평구 응암2동,37.591885,126.923024,11380590.0
서울특별시 은평구 신사1동,37.598994,126.908843,11380631.0
서울특별시 은평구 신사2동,37.592891,126.906286,11380632.0
서울특별시 은평구 증산동,37.583781,126.905811,11380640.0
서울특별시 은평구 수색동,37.585771,126.894901,11380650.0
서울특별시 은평구 진관동,37.639279,126.940518,11380690.0
서울특별시 은평구 불광2동,37.624373,126.92865,11380530.0
서울특별시 은평구 응암3동,37.588654,126.917745,11380600.0
서울특별시 은평구 역촌동,37.604569,126.914529,11380625.0
서울특별시 서대문구 천연동,37.571214,126.957141,11410520.0
서울특별시 서대문구 홍제1동,37.581541,126.945201,11410620.0
서울특별시 서대문구 홍제3동,37.592023,126.95116,11410640.0
서울특별시 서대문구 홍제2동,37.584547,126.952526,11410655.0
서울특별시 서대문구 홍은1동,37.59998,126.947027,11410660.0
서울특별시 서대문구 홍은2동,37.586992,126.932174,11410685.0
서울특별시 서대문구 남가좌1동,37.571694,126.916201,11410690.0
서울특별시 서대문구 남가좌2동,37.577624,126.92133,11410700.0
서울특별시 서대문구 북가좌1동,37.575268,126.908003,11410710.0
서울특별시 서대문구 북가좌2동,37.581004,126.913501,11410720.0
서울특별시 서대문구 충현동,37.563909,126.958098,11410565.0
서울특별시 서대문구 북아현동,37.559248,126.955517,11410555.0
서울특별시 서대문구 신촌동,37.563636,126.941063,11410585.0
서울특별시 서대문구 연희동,37.572006,126.932735,11410615.0
서울특별시 마포구 용강동,37.541495,126.942227,11440590.0
서울특별시 마포구 대흥동,37.552122,126.9414,11440600.0
서울특별시 마포구 염리동,37.549825,126.947547,11440610.0
서울특별시 마포구 신수동,37.545498,126.93479,11440630.0
서울특별시 마포구 서교동,37.554772,126.920945,11440660.0
서울특별시 마포구 합정동,37.546908,126.909336,11440680.0
서울특별시 마포구 망원1동,37.553472,126.900327,11440690.0
서울특별시 마포구 망원2동,37.559196,126.900487,11440700.0
서울특별시 마포구 연남동,37.56303,126.921545,11440710.0
서울특별시 마포구 성산1동,37.561982,126.911845,11440720.0
서울특별시 마포구 성산2동,37.568106,126.902043,11440730.0
서울특별시 마포구 상암동,37.570676,126.880208,11440740.0
서울특별시 마포구 도화동,37.538626,126.949025,11440585.0
서울특별시 마포구 서강동,37.546809,126.925995,11440655.0
서울특별시 마포구 공덕동,37.549132,126.957874,11440565.0
서울특별시 마포구 아현동,37.551926,126.952841,11440555.0
서울특별시 양천구 목1동,37.527444,126.875099,11470510.0
서울특별시 양천구 목2동,37.543594,126.874098,11470520.0
서울특별시 양천구 목3동,37.5452,126.865412,11470530.0
서울특별시 양천구 목4동,37.535437,126.866896,11470540.0
서울특별시 양천구 신월1동,37.531249,126.834533,11470560.0
서울특별시 양천구 신월2동,37.523397,126.84633,11470570.0
서울특별시 양천구 신월3동,37.532326,126.827477,11470580.0
서울특별시 양천구 신월4동,37.522249,126.839821,11470590.0
서울특별시 양천구 신월5동,37.540866,126.829422,11470600.0
서울특별시 양천구 신월6동,37.515974,126.84213,11470610.0
서울특별시 양천구 신월7동,37.518993,126.830614,11470611.0
서울특별시 양천구 신정1동,37.518877,126.859634,11470620.0
서울특별시 양천구 신정2동,37.518953,126.875177,11470630.0
서울특별시 양천구 신정3동,37.511471,126.841015,11470640.0
서울특별시 양천구 신정6동,37.515911,126.869644,11470670.0
서울특별시 양천구 신정7동,37.510116,126.864683,11470680.0
서울특별시 양천구 목5동,37.536061,126.879903,11470550.0
서울특별시 양천구 신정4동,37.525409,126.857571,11470650.0
서울특별시 강서구 염창동,37.554379,126.871764,11500510.0
서울특별시 강서구 등촌1동,37.555856,126.859633,11500520.0
서울특별시 강서구 등촌2동,37.545736,126.860025,11500530.0
서울특별시 강서구 등촌3동,37.561055,126.846339,11500535.0
서울특별시 강서구 화곡본동,37.542574,126.848162,11500590.0
서울특별시 강서구 화곡2동,37.532278,126.854368,11500550.0
서울특별시 강서구 화곡3동,37.544037,126.834284,11500560.0
서울특별시 강서구 화곡4동,37.536098,126.858576,11500570.0
서울특별시 강서구 화곡6동,37.551722,126.851166,11500591.0
서울특별시 강서구 화곡8동,37.534221,126.848633,11500593.0
서울특별시 강서구 가양1동,37.571913,126.834985,11500603.0
서울특별시 강서구 가양2동,37.567016,126.85346,11500604.0
서울특별시 강서구 가양3동,37.561699,126.860942,11500605.0
서울특별시 강서구 발산1동,37.550557,126.825091,11500611.0
서울특별시 강서구 공항동,37.55591,126.794852,11500620.0
서울특별시 강서구 방화1동,37.568618,126.817616,11500630.0
서울특별시 강서구 방화2동,37.583056,126.803953,11500640.0
서울특별시 강서구 방화3동,37.582181,126.817598,11500641.0
서울특별시 강서구 화곡1동,37.53378,126.840936,11500540.0
서울특별시 강서구 우장산동,37.550572,126.841015,11500615.0
서울특별시 구로구 신도림동,37.509734,126.882847,11530510.0
서울특별시 구로구 구로1동,37.493032,126.87546,11530520.0
서울특별시 구로구 구로3동,37.484879,126.894984,11530540.0
서울특별시 구로구 구로4동,37.491536,126.890197,11530550.0
서울특별시 구로구 구로5동,37.50203,126.888481,11530560.0
서울특별시 구로구 고척1동,37.500659,126.863399,11530720.0
서울특별시 구로구 고척2동,37.505854,126.853311,11530730.0
서울특별시 구로구 개봉2동,37.49273,126.856364,11530750.0
서울특별시 구로구 개봉3동,37.486836,126.852411,11530760.0
서울특별시 구로구 오류1동,37.496964,126.841634,11530770.0
서울특별시 구로구 항동,37.481023,126.824479,11530800.0
서울특별시 구로구 수궁동,37.498498,126.826099,11530790.0
서울특별시 구로구 가리봉동,37.482555,126.888257,11530595.0
서울특별시 구로구 구로2동,37.497455,126.879494,11530530.0
서울특별시 구로구 개봉1동,37.499885,126.849876,11530740.0
서울특별시 금천구 가산동,37.476835,126.884341,11545510.0
서울특별시 금천구 독산1동,37.464199,126.89272,11545610.0
서울특별시 금천구 독산2동,37.463825,126.902554,11545620.0
서울특별시 금천구 독산3동,37.475933,126.904594,11545630.0
서울특별시 금천구 독산4동,37.469219,126.904052,11545640.0
서울특별시 금천구 시흥1동,37.452886,126.900146,11545670.0
서울특별시 금천구 시흥2동,37.45059,126.920073,11545680.0
서울특별시 금천구 시흥3동,37.440276,126.905926,11545690.0
서울특별시 금천구 시흥4동,37.460078,126.909105,11545700.0
서울특별시 금천구 시흥5동,37.44875,126.912431,11545710.0
서울특별시 영등포구 여의동,37.528656,126.928636,11560540.0
서울특별시 영등포구 당산1동,37.523931,126.896851,11560550.0
서울특별시 영등포구 당산2동,37.533719,126.902867,11560560.0
서울특별시 영등포구 양평1동,37.525074,126.887073,11560610.0
서울특별시 영등포구 양평2동,37.543485,126.890656,11560620.0
서울특별시 영등포구 신길1동,37.512338,126.919511,11560630.0
서울특별시 영등포구 신길3동,37.506447,126.905887,11560650.0
서울특별시 영등포구 신길4동,37.507285,126.912918,11560660.0
서울특별시 영등포구 신길5동,37.501117,126.905555,11560670.0
서울특별시 영등포구 신길6동,37.499156,126.913541,11560680.0
서울특별시 영등포구 신길7동,37.505798,126.919803,11560690.0
서울특별시 영등포구 대림1동,37.493769,126.905262,11560700.0
서울특별시 영등포구 대림2동,37.489635,126.900643,11560710.0
서울특별시 영등포구 대림3동,37.499868,126.897272,11560720.0
서울특별시 영등포구 영등포본동,37.513722,126.909696,11560515.0
서울특별시 영등포구 영등포동,37.521522,126.907842,11560535.0
서울특별시 영등포구 도림동,37.509277,126.901236,11560585.0
서울특별시 영등포구 문래동,37.51638,126.891472,11560605.0
서울특별시 동작구 노량진2동,37.51082,126.938052,11590520.0
서울특별시 동작구 상도1동,37.498329,126.95347,11590530.0
서울특별시 동작구 상도2동,37.503674,126.94206,11590540.0
서울특별시 동작구 상도3동,37.497228,126.933354,11590550.0
서울특별시 동작구 상도4동,37.497429,126.940763,11590560.0
서울특별시 동작구 사당1동,37.479717,126.977409,11590620.0
서울특별시 동작구 사당3동,37.488812,126.970862,11590640.0
서울특별시 동작구 사당4동,37.480591,126.97077,11590650.0
서울특별시 동작구 사당5동,37.485804,126.96504,11590651.0
서울특별시 동작구 대방동,37.507114,126.928026,11590660.0
서울특별시 동작구 신대방1동,37.489948,126.910706,11590670.0
서울특별시 동작구 신대방2동,37.49431,126.921532,11590680.0
서울특별시 동작구 흑석동,37.505338,126.962445,11590605.0
서울특별시 동작구 노량진1동,37.512341,126.949276,11590510.0
서울특별시 동작구 사당2동,37.497025,126.974945,11590630.0
서울특별시 관악구 보라매동,37.490358,126.932595,11620525.0
서울특별시 관악구 청림동,37.489415,126.959569,11620545.0
서울특별시 관악구 행운동,37.480904,126.960622,11620575.0
서울특별시 관악구 낙성대동,37.467231,126.960046,11620585.0
서울특별시 관악구 중앙동,37.484122,126.950618,11620615.0
서울특별시 관악구 인헌동,37.472078,126.966619,11620625.0
서울특별시 관악구 남현동,37.462472,126.97664,11620630.0
서울특별시 관악구 서원동,37.480602,126.933445,11620645.0
서울특별시 관악구 신원동,37.4793,126.926699,11620655.0
서울특별시 관악구 서림동,37.473548,126.93921,11620665.0
서울특별시 관악구 신사동,37.485625,126.918753,11620685.0
서울특별시 관악구 신림동,37.4869,126.927613,11620695.0
서울특별시 관악구 난향동,37.461589,126.918266,11620715.0
서울특별시 관악구 조원동,37.482938,126.907525,11620725.0
서울특별시 관악구 대학동,37.453208,126.948401,11620735.0
서울특별시 관악구 은천동,37.486821,126.942209,11620605.0
서울특별시 관악구 성현동,37.489515,126.951166,11620565.0
서울특별시 관악구 청룡동,37.478049,126.945884,11620595.0
서울특별시 관악구 난곡동,37.470495,126.921049,11620775.0
서울특별시 관악구 삼성동,37.460669,126.930137,11620745.0
서울특별시 관악구 미성동,37.475938,126.915426,11620765.0
서울특별시 서초구 서초1동,37.486955,127.020139,11650510.0
서울특별시 서초구 서초2동,37.488817,127.02791,11650520.0
서울특별시 서초구 서초3동,37.485431,127.009592,11650530.0
서울특별시 서초구 서초4동,37.498985,127.019964,11650531.0
서울특별시 서초구 잠원동,37.517638,127.013039,11650540.0
서울특별시 서초구 반포본동,37.504393,126.987703,11650550.0
서울특별시 서초구 반포1동,37.505506,127.016631,11650560.0
서울특별시 서초구 반포2동,37.506132,126.995905,11650570.0
서울특별시 서초구 반포3동,37.512408,127.003592,11650580.0
서울특별시 서초구 반포4동,37.499581,127.003289,11650581.0
서울특별시 서초구 방배본동,37.494949,126.987766,11650590.0
서울특별시 서초구 방배1동,37.484913,126.996303,11650600.0
서울특별시 서초구 방배2동,37.473015,126.988485,11650610.0
서울특별시 서초구 방배3동,37.47432,126.9979,11650620.0
서울특별시 서초구 방배4동,37.489819,126.990987,11650621.0
서울특별시 서초구 양재1동,37.469558,127.022531,11650651.0
서울특별시 서초구 양재2동,37.451148,127.045905,11650652.0
서울특별시 서초구 내곡동,37.456522,127.070548,11650660.0
서울특별시 강남구 신사동,37.525718,127.021395,11680510.0
서울특별시 강남구 논현1동,37.51191,127.026496,11680521.0
서울특별시 강남구 논현2동,37.515206,127.036218,11680531.0
서울특별시 강남구 삼성1동,37.515397,127.060628,11680580.0
서울특별시 강남구 삼성2동,37.511839,127.04876,11680590.0
서울특별시 강남구 대치1동,37.493391,127.058965,11680600.0
서울특별시 강남구 대치4동,37.501661,127.054899,11680630.0
서울특별시 강남구 역삼1동,37.500889,127.035491,11680640.0
서울특별시 강남구 역삼2동,37.498502,127.044891,11680650.0
서울특별시 강남구 도곡1동,37.489045,127.040976,11680655.0
서울특별시 강남구 도곡2동,37.488211,127.049654,11680656.0
서울특별시 강남구 개포1동,37.479284,127.06471,11680660.0
서울특별시 강남구 개포4동,37.475552,127.053237,11680690.0
서울특별시 강남구 일원본동,37.48237,127.084675,11680720.0
서울특별시 강남구 일원1동,37.493386,127.089246,11680730.0
서울특별시 강남구 개포3동,37.495474,127.079317,11680675.0
서울특별시 강남구 수서동,37.486837,127.100569,11680750.0
서울특별시 강남구 세곡동,37.471075,127.104348,11680700.0
서울특별시 강남구 압구정동,37.52967,127.034395,11680545.0
서울특별시 강남구 청담동,37.524611,127.050478,11680565.0
서울특별시 강남구 대치2동,37.500575,127.066415,11680610.0
서울특별시 강남구 개포2동,37.486477,127.067635,11680670.0
서울특별시 송파구 풍납1동,37.538239,127.1143,11710510.0
서울특별시 송파구 풍납2동,37.52985,127.110127,11710520.0
서울특별시 송파구 거여1동,37.494386,127.141676,11710531.0
서울특별시 송파구 거여2동,37.492375,127.147175,11710532.0
서울특별시 송파구 마천1동,37.494783,127.155725,11710540.0
서울특별시 송파구 마천2동,37.500328,127.151458,11710550.0
서울특별시 송파구 방이1동,37.509772,127.122315,11710561.0
서울특별시 송파구 방이2동,37.513255,127.113826,11710562.0
서울특별시 송파구 오륜동,37.517658,127.128508,11710566.0
서울특별시 송파구 오금동,37.50399,127.134399,11710570.0
서울특별시 송파구 송파1동,37.507168,127.110321,11710580.0
서울특별시 송파구 송파2동,37.502836,127.116831,11710590.0
서울특별시 송파구 석촌동,37.502724,127.102462,11710600.0
서울특별시 송파구 삼전동,37.50172,127.091906,11710610.0
서울특별시 송파구 가락본동,37.497217,127.121639,11710620.0
서울특별시 송파구 가락1동,37.495329,127.108235,11710631.0
서울특별시 송파구 가락2동,37.49586,127.130643,11710632.0
서울특별시 송파구 문정1동,37.488173,127.126859,11710641.0
서울특별시 송파구 문정2동,37.480694,127.119136,11710642.0
서울특별시 송파구 잠실본동,37.505507,127.082294,11710650.0
서울특별시 송파구 잠실4동,37.521255,127.108152,11710690.0
서울특별시 송파구 잠실6동,37.519065,127.099982,11710710.0
서울특별시 송파구 잠실7동,37.507481,127.074098,11710720.0
서울특별시 송파구 잠실2동,37.517719,127.078819,11710670.0
서울특별시 송파구 잠실3동,37.513638,127.094319,11710680.0
서울특별시 송파구 장지동,37.482789,127.131629,11710646.0
서울특별시 송파구 위례동,37.481661,127.141243,11710647.0
서울특별시 강동구 상일제2동,37.551956,127.177322,
서울특별시 강동구 상일제1동,37.550745,127.164842,
서울특별시 강동구 명일1동,37.550371,127.145941,11740530.0
서울특별시 강동구 명일2동,37.548289,127.154205,11740540.0
서울특별시 강동구 고덕1동,37.561653,127.15095,11740550.0
서울특별시 강동구 고덕2동,37.565177,127.162871,11740560.0
서울특별시 강동구 암사2동,37.557381,127.123242,11740580.0
서울특별시 강동구 암사3동,37.561243,127.138575,11740590.0
서울특별시 강동구 천호1동,37.546319,127.138582,11740600.0
서울특별시 강동구 천호3동,37.539654,127.133196,11740620.0
서울특별시 강동구 성내1동,37.528764,127.125519,11740640.0
서울특별시 강동구 성내2동,37.534365,127.127737,11740650.0
서울특별시 강동구 성내3동,37.528404,127.133797,11740660.0
서울특별시 강동구 둔촌1동,37.523145,127.140435,11740690.0
서울특별시 강동구 둔촌2동,37.531514,127.147414,11740700.0
서울특별시 강동구 암사1동,37.551855,127.134586,11740570.0
서울특별시 강동구 천호2동,37.544691,127.122275,11740610.0
서울특별시 강동구 길동,37.539725,127.145907,11740685.0
